model,split,domain,Count,LM Score,SS Score,ICAT Score,inference_instruction_mode,inference_instruction_strategy,inference_instruction_version,inference_instruction_shot
m4_fticl_zero_qwen35_27b_ci_stereoset,intrasentence,gender,765.0,89.78801054018444,62.90906114819158,66.60643217143023,strategy,counter_imaging,v2,zero
m4_fticl_zero_qwen35_27b_ci_stereoset,intrasentence,profession,2430.0,87.24025942426137,62.40580879448483,65.59453987228858,strategy,counter_imaging,v2,zero
m4_fticl_zero_qwen35_27b_ci_stereoset,intrasentence,race,2886.0,86.81131664842867,63.467661288871646,63.42840847518824,strategy,counter_imaging,v2,zero
m4_fticl_zero_qwen35_27b_ci_stereoset,intrasentence,religion,237.0,83.1264367816092,55.72413793103448,73.60989298454223,strategy,counter_imaging,v2,zero
m4_fticl_zero_qwen35_27b_ci_stereoset,intrasentence,overall,2106.0,87.21107085845503,62.699659436822074,65.06005287799628,strategy,counter_imaging,v2,zero
m4_fticl_zero_qwen35_27b_ci_stereoset,intersentence,gender,726.0,76.35827538001452,60.90258976128541,59.70821635306335,strategy,counter_imaging,v2,zero
m4_fticl_zero_qwen35_27b_ci_stereoset,intersentence,profession,2481.0,75.0264795367502,58.1750799084874,62.75953022744165,strategy,counter_imaging,v2,zero
m4_fticl_zero_qwen35_27b_ci_stereoset,intersentence,race,2928.0,72.34545962215594,55.52233729126263,64.3551390316566,strategy,counter_imaging,v2,zero
m4_fticl_zero_qwen35_27b_ci_stereoset,intersentence,religion,234.0,71.46934865900383,58.019157088122604,60.0068699813567,strategy,counter_imaging,v2,zero
m4_fticl_zero_qwen35_27b_ci_stereoset,intersentence,overall,2123.0,73.83824977566174,57.30556846351011,63.04964199642459,strategy,counter_imaging,v2,zero
m4_fticl_zero_qwen35_27b_ci_stereoset,overall,overall,4229.0,80.50938196688632,59.9767202760551,64.44499029725233,strategy,counter_imaging,v2,zero
