model,split,domain,Count,LM Score,SS Score,ICAT Score,inference_instruction_mode,inference_instruction_strategy,inference_instruction_version,inference_instruction_shot
llama_8b_selfdebiasing_explanation,intrasentence,gender,765.0,56.24505952984214,51.18217579521927,54.91522857030521,off,,v2,zero
llama_8b_selfdebiasing_explanation,intrasentence,profession,2430.0,59.46233622450856,50.490187579972925,58.87938225064,off,,v2,zero
llama_8b_selfdebiasing_explanation,intrasentence,race,2886.0,54.17401015382502,48.96874846327137,53.05666952938733,off,,v2,zero
llama_8b_selfdebiasing_explanation,intrasentence,religion,237.0,51.72413793103448,41.97701149425287,43.4244946492271,off,,v2,zero
llama_8b_selfdebiasing_explanation,intrasentence,overall,2106.0,56.35136027043648,49.56118182926466,55.85680025379006,off,,v2,zero
llama_8b_selfdebiasing_explanation,intersentence,gender,726.0,53.73626373626373,47.75992727079684,51.32880095696626,off,,v2,zero
llama_8b_selfdebiasing_explanation,intersentence,profession,2481.0,58.64108456979238,48.01813035287265,56.31670485812239,off,,v2,zero
llama_8b_selfdebiasing_explanation,intersentence,race,2928.0,56.42956811735393,43.83671847087989,49.47374181987568,off,,v2,zero
llama_8b_selfdebiasing_explanation,intersentence,religion,234.0,54.661877394636015,34.900383141762454,38.154409286416815,off,,v2,zero
llama_8b_selfdebiasing_explanation,intersentence,overall,2123.0,56.861332390696944,45.581850603431796,51.83689516289651,off,,v2,zero
llama_8b_selfdebiasing_explanation,overall,overall,4229.0,56.58035114430056,47.51711075661102,53.770696239433455,off,,v2,zero
